omega,D,mask,status,x1_digits,y1_digits,y1_smooth,rank_R,rank_missing_prime,rank_multiples,j_checked,smooth_pairs,hits,pell_sec,total_sec,error
8,248710,221,CHECKED_NO_HIT,5,2,1,7,0,4,4,0,,0.000015,0.000047,
8,277134,243,GATE_Y1_NOT_SMOOTH,18,15,0,0,0,0,0,0,,0.000062,0.000069,
8,255255,126,HIT,7,4,1,1,0,30,30,1,633555,0.000019,0.000109,
8,190190,189,GATE_Y1_NOT_SMOOTH,10,7,0,0,0,0,0,0,,0.000030,0.000034,
8,149226,219,GATE_Y1_NOT_SMOOTH,7,5,0,0,0,0,0,0,,0.000023,0.000027,
8,176358,235,CHECKED_NO_HIT,4,2,1,3,0,10,10,0,,0.000022,0.000052,
8,170170,125,CHECKED_NO_HIT,5,2,1,9,0,3,3,0,,0.000020,0.000050,
8,114114,187,GATE_Y1_NOT_SMOOTH,10,7,0,0,0,0,0,0,,0.000021,0.000028,
8,106590,215,GATE_Y1_NOT_SMOOTH,12,10,0,0,0,0,0,0,,0.000034,0.000038,
8,102102,123,GATE_Y1_NOT_SMOOTH,7,5,0,0,0,0,0,0,,0.000028,0.000035,
8,72930,119,CHECKED_NO_HIT,4,2,1,30,0,1,1,0,,0.000016,0.000036,
8,125970,231,GATE_Y1_NOT_SMOOTH,10,8,0,0,0,0,0,0,,0.000046,0.000080,
8,67830,207,GATE_Y1_NOT_SMOOTH,10,8,0,0,0,0,0,0,,0.000041,0.000048,
8,51870,175,LCM_EXCEEDS_L,3,1,1,45,0,0,0,0,,0.000012,0.000021,
8,46410,111,GATE_Y1_NOT_SMOOTH,6,3,0,0,0,0,0,0,,0.000015,0.000019,
8,43890,159,LCM_EXCEEDS_L,3,1,1,56,0,0,0,0,,0.000008,0.000016,
8,81510,183,CHECKED_NO_HIT,3,1,1,9,0,3,3,0,,0.000035,0.000092,
8,39270,95,CHECKED_NO_HIT,4,1,1,9,0,3,3,0,,0.000006,0.000034,
8,30030,63,LCM_EXCEEDS_L,4,2,1,40,0,0,0,0,,0.000014,0.000024,
8,323323,248,CHECKED_NO_HIT,7,4,1,3,0,10,10,0,,0.000020,0.000061,
8,230945,244,GATE_Y1_NOT_SMOOTH,9,6,0,0,0,0,0,0,,0.000035,0.000038,
8,138567,242,GATE_Y1_NOT_SMOOTH,11,8,0,0,0,0,0,0,,0.000028,0.000032,
8,124355,220,GATE_Y1_NOT_SMOOTH,7,5,0,0,0,0,0,0,,0.000029,0.000032,
8,146965,236,GATE_Y1_NOT_SMOOTH,13,10,0,0,0,0,0,0,,0.000037,0.000044,
8,92378,241,CHECKED_NO_HIT,4,2,1,12,0,2,2,0,,0.000011,0.000024,
8,95095,188,GATE_Y1_NOT_SMOOTH,15,12,0,0,0,0,0,0,,0.000050,0.000054,
8,74613,218,GATE_Y1_NOT_SMOOTH,11,8,0,0,0,0,0,0,,0.000020,0.000025,
8,85085,124,GATE_Y1_NOT_SMOOTH,13,11,0,0,0,0,0,0,,0.000028,0.000032,
8,88179,234,GATE_Y1_NOT_SMOOTH,10,7,0,0,0,0,0,0,,0.000035,0.000043,
8,62985,230,GATE_Y1_NOT_SMOOTH,10,7,0,0,0,0,0,0,,0.000022,0.000025,
8,57057,186,CHECKED_NO_HIT,5,3,1,9,0,3,3,0,,0.000015,0.000042,
8,58786,233,GATE_Y1_NOT_SMOOTH,23,21,0,0,0,0,0,0,,0.000061,0.000066,
8,53295,214,CHECKED_NO_HIT,4,1,1,7,0,4,4,0,,0.000011,0.000026,
8,51051,122,GATE_Y1_NOT_SMOOTH,8,6,0,0,0,0,0,0,,0.000021,0.000025,
8,49742,217,GATE_Y1_NOT_SMOOTH,9,7,0,0,0,0,0,0,,0.000023,0.000027,
8,41990,229,GATE_Y1_NOT_SMOOTH,10,7,0,0,0,0,0,0,,0.000031,0.000034,
8,40755,182,CHECKED_NO_HIT,5,3,1,3,0,10,10,0,,0.000016,0.000039,
8,38038,185,CHECKED_NO_HIT,4,2,1,4,0,7,7,0,,0.000022,0.000043,
8,36465,118,GATE_Y1_NOT_SMOOTH,13,11,0,0,0,0,0,0,,0.000036,0.000040,
8,35530,213,GATE_Y1_NOT_SMOOTH,15,13,0,0,0,0,0,0,,0.000053,0.000057,
8,34034,121,GATE_Y1_NOT_SMOOTH,10,8,0,0,0,0,0,0,,0.000033,0.000036,
8,33915,206,CHECKED_NO_HIT,5,3,1,6,0,5,5,0,,0.000010,0.000029,
8,27170,181,CHECKED_NO_HIT,3,1,1,4,0,7,7,0,,0.000011,0.000030,
8,25935,174,GATE_Y1_NOT_SMOOTH,4,2,0,0,0,0,0,0,,0.000020,0.000026,
8,25194,227,GATE_Y1_NOT_SMOOTH,15,13,0,0,0,0,0,0,,0.000058,0.000062,
8,24310,117,CHECKED_NO_HIT,4,2,1,12,0,2,2,0,,0.000011,0.000025,
8,23205,110,GATE_Y1_NOT_SMOOTH,8,6,0,0,0,0,0,0,,0.000019,0.000023,
8,22610,205,GATE_Y1_NOT_SMOOTH,7,5,0,0,0,0,0,0,,0.000025,0.000028,
8,21318,211,GATE_Y1_NOT_SMOOTH,5,3,0,0,0,0,0,0,,0.000008,0.000010,
8,21945,158,GATE_Y1_NOT_SMOOTH,10,8,0,0,0,0,0,0,,0.000021,0.000025,
8,19635,94,CHECKED_NO_HIT,4,1,1,14,0,2,2,0,,0.000007,0.000020,
8,16302,179,CHECKED_NO_HIT,6,4,1,8,0,3,3,0,,0.000016,0.000030,
8,17290,173,GATE_Y1_NOT_SMOOTH,13,11,0,0,0,0,0,0,,0.000040,0.000043,
8,15470,109,GATE_Y1_NOT_SMOOTH,7,5,0,0,0,0,0,0,,0.000027,0.000030,
8,15015,62,LCM_EXCEEDS_L,4,2,1,36,0,0,0,0,,0.000015,0.000022,
8,14630,157,LCM_EXCEEDS_L,4,2,1,42,0,0,0,0,,0.000011,0.000018,
8,14586,115,GATE_Y1_NOT_SMOOTH,8,6,0,0,0,0,0,0,,0.000027,0.000030,
8,13566,203,GATE_Y1_NOT_SMOOTH,8,6,0,0,0,0,0,0,,0.000028,0.000032,
8,13090,93,GATE_Y1_NOT_SMOOTH,11,8,0,0,0,0,0,0,,0.000033,0.000036,
8,10010,61,CHECKED_NO_HIT,4,2,1,18,0,1,1,0,,0.000007,0.000021,
8,10374,171,GATE_Y1_NOT_SMOOTH,9,7,0,0,0,0,0,0,,0.000053,0.000057,
8,9690,199,LCM_EXCEEDS_L,6,4,1,42,0,0,0,0,,0.000020,0.000026,
8,9282,107,CHECKED_NO_HIT,4,3,1,30,0,1,1,0,,0.000015,0.000030,
8,8778,155,GATE_Y1_NOT_SMOOTH,5,3,0,0,0,0,0,0,,0.000017,0.000019,
8,7854,91,GATE_Y1_NOT_SMOOTH,6,4,0,0,0,0,0,0,,0.000024,0.000027,
8,7410,167,GATE_Y1_NOT_SMOOTH,6,4,0,0,0,0,0,0,,0.000016,0.000020,
8,6630,103,CHECKED_NO_HIT,5,3,1,2,0,15,15,0,,0.000017,0.000048,
8,6006,59,LCM_EXCEEDS_L,3,1,1,90,0,0,0,0,,0.000007,0.000015,
8,6270,151,CHECKED_NO_HIT,4,2,1,12,0,2,2,0,,0.000011,0.000025,
8,5610,87,LCM_EXCEEDS_L,3,2,1,63,0,0,0,0,,0.000012,0.000018,
8,4290,55,LCM_EXCEEDS_L,3,1,1,45,0,0,0,0,,0.000007,0.000015,
8,3990,143,CHECKED_NO_HIT,3,1,1,18,0,1,1,0,,0.000007,0.000019,
8,3570,79,LCM_EXCEEDS_L,3,1,1,63,0,0,0,0,,0.000013,0.000019,
8,2310,31,CHECKED_NO_HIT,3,2,1,24,0,1,1,0,,0.000007,0.000018,
8,2730,47,CHECKED_NO_HIT,3,1,1,18,0,1,1,0,,0.000008,0.000031,
8,29393,232,GATE_Y1_NOT_SMOOTH,14,12,0,0,0,0,0,0,,0.000041,0.000045,
8,24871,216,GATE_Y1_NOT_SMOOTH,17,14,0,0,0,0,0,0,,0.000043,0.000047,
8,19019,184,GATE_Y1_NOT_SMOOTH,8,6,0,0,0,0,0,0,,0.000018,0.000023,
8,20995,228,GATE_Y1_NOT_SMOOTH,13,11,0,0,0,0,0,0,,0.000047,0.000050,
8,46189,240,GATE_Y1_NOT_SMOOTH,35,32,0,0,0,0,0,0,,0.000123,0.000128,
8,17765,212,GATE_Y1_NOT_SMOOTH,9,7,0,0,0,0,0,0,,0.000023,0.000026,
8,17017,120,GATE_Y1_NOT_SMOOTH,9,7,0,0,0,0,0,0,,0.000032,0.000035,
8,12597,226,GATE_Y1_NOT_SMOOTH,12,10,0,0,0,0,0,0,,0.000025,0.000028,
8,12155,116,CHECKED_NO_HIT,3,1,1,10,0,3,3,0,,0.000007,0.000021,
8,13585,180,GATE_Y1_NOT_SMOOTH,18,16,0,0,0,0,0,0,,0.000065,0.000068,
8,10659,210,GATE_Y1_NOT_SMOOTH,8,6,0,0,0,0,0,0,,0.000015,0.000018,
8,8645,172,GATE_Y1_NOT_SMOOTH,6,4,0,0,0,0,0,0,,0.000015,0.000018,
8,11305,204,GATE_Y1_NOT_SMOOTH,16,14,0,0,0,0,0,0,,0.000054,0.000057,
8,8398,225,GATE_Y1_NOT_SMOOTH,7,5,0,0,0,0,0,0,,0.000029,0.000031,
8,8151,178,GATE_Y1_NOT_SMOOTH,6,4,0,0,0,0,0,0,,0.000025,0.000030,
8,7315,156,CHECKED_NO_HIT,4,2,1,18,0,1,1,0,,0.000012,0.000024,
8,7735,108,CHECKED_NO_HIT,6,4,1,30,0,1,1,0,,0.000017,0.000035,
8,7293,114,GATE_Y1_NOT_SMOOTH,8,6,0,0,0,0,0,0,,0.000018,0.000022,
8,7106,209,GATE_Y1_NOT_SMOOTH,10,8,0,0,0,0,0,0,,0.000032,0.000036,
8,6783,202,CHECKED_NO_HIT,4,2,1,6,0,5,5,0,,0.000012,0.000030,
8,6545,92,GATE_Y1_NOT_SMOOTH,7,5,0,0,0,0,0,0,,0.000023,0.000026,
8,5187,170,CHECKED_NO_HIT,4,2,1,24,0,1,1,0,,0.000007,0.000019,
8,5434,177,GATE_Y1_NOT_SMOOTH,9,7,0,0,0,0,0,0,,0.000033,0.000036,
8,5005,60,GATE_Y1_NOT_SMOOTH,11,9,0,0,0,0,0,0,,0.000036,0.000040,
8,4862,113,GATE_Y1_NOT_SMOOTH,5,4,0,0,0,0,0,0,,0.000016,0.000020,
8,4641,106,CHECKED_NO_HIT,3,1,1,18,0,1,1,0,,0.000007,0.000019,
8,4845,198,GATE_Y1_NOT_SMOOTH,10,8,0,0,0,0,0,0,,0.000036,0.000039,
8,4389,154,LCM_EXCEEDS_L,3,1,1,63,0,0,0,0,,0.000008,0.000015,
8,4522,201,GATE_Y1_NOT_SMOOTH,9,7,0,0,0,0,0,0,,0.000038,0.000042,
8,3927,90,CHECKED_NO_HIT,3,1,1,15,0,2,2,0,,0.000011,0.000024,
8,3458,169,LCM_EXCEEDS_L,5,3,1,45,0,0,0,0,,0.000015,0.000022,
8,3705,166,GATE_Y1_NOT_SMOOTH,9,7,0,0,0,0,0,0,,0.000039,0.000043,
8,3315,102,GATE_Y1_NOT_SMOOTH,5,3,0,0,0,0,0,0,,0.000024,0.000028,
8,3135,150,LCM_EXCEEDS_L,2,1,1,63,0,0,0,0,,0.000007,0.000014,
8,3230,197,CHECKED_NO_HIT,3,1,1,28,0,1,1,0,,0.000011,0.000023,
8,3003,58,CHECKED_NO_HIT,3,1,1,9,0,3,3,0,,0.000010,0.000024,
8,2926,153,GATE_Y1_NOT_SMOOTH,12,10,0,0,0,0,0,0,,0.000037,0.000040,
8,3094,105,GATE_Y1_NOT_SMOOTH,13,11,0,0,0,0,0,0,,0.000071,0.000074,
8,2805,86,CHECKED_NO_HIT,5,4,1,20,0,1,1,0,,0.000014,0.000030,
8,2618,89,LCM_EXCEEDS_L,3,1,1,70,0,0,0,0,,0.000009,0.000017,
8,2470,165,GATE_Y1_NOT_SMOOTH,7,5,0,0,0,0,0,0,,0.000025,0.000028,
8,2210,101,GATE_Y1_NOT_SMOOTH,4,2,0,0,0,0,0,0,,0.000008,0.000010,
8,2145,54,LCM_EXCEEDS_L,5,3,1,36,0,0,0,0,,0.000016,0.000023,
8,2090,149,CHECKED_NO_HIT,5,3,1,24,0,1,1,0,,0.000023,0.000039,
8,2002,57,GATE_Y1_NOT_SMOOTH,8,6,0,0,0,0,0,0,,0.000026,0.000029,
8,1995,142,LCM_EXCEEDS_L,3,1,1,63,0,0,0,0,,0.000021,0.000028,
8,1938,195,CHECKED_NO_HIT,4,2,1,12,0,2,2,0,,0.000008,0.000020,
8,1870,85,GATE_Y1_NOT_SMOOTH,8,6,0,0,0,0,0,0,,0.000024,0.000027,
8,1785,78,CHECKED_NO_HIT,3,1,1,10,0,3,3,0,,0.000008,0.000023,
8,1482,163,CHECKED_NO_HIT,2,1,1,6,0,5,5,0,,0.000008,0.000024,
8,1430,53,CHECKED_NO_HIT,5,3,1,18,0,1,1,0,,0.000018,0.000030,
8,1365,46,CHECKED_NO_HIT,5,3,1,15,0,2,2,0,,0.000013,0.000030,
8,1330,141,GATE_Y1_NOT_SMOOTH,7,5,0,0,0,0,0,0,,0.000028,0.000032,
8,1326,99,CHECKED_NO_HIT,4,2,1,30,0,1,1,0,,0.000014,0.000025,
8,1254,147,GATE_Y1_NOT_SMOOTH,6,5,0,0,0,0,0,0,,0.000018,0.000021,
8,1190,77,LCM_EXCEEDS_L,2,1,1,35,0,0,0,0,,0.000008,0.000013,
8,1155,30,LCM_EXCEEDS_L,2,1,1,70,0,0,0,0,,0.000008,0.000016,
8,910,45,CHECKED_NO_HIT,3,1,1,24,0,1,1,0,,0.000007,0.000018,
8,1122,83,CHECKED_NO_HIT,2,1,1,6,0,5,5,0,,0.000008,0.000026,
8,798,139,LCM_EXCEEDS_L,3,1,1,56,0,0,0,0,,0.000007,0.000014,
8,858,51,CHECKED_NO_HIT,3,2,1,24,0,1,1,0,,0.000011,0.000024,
8,770,29,CHECKED_NO_HIT,3,1,1,30,0,1,1,0,,0.000010,0.000022,
8,714,75,CHECKED_NO_HIT,4,3,1,18,0,1,1,0,,0.000020,0.000031,
8,570,135,LCM_EXCEEDS_L,3,1,1,56,0,0,0,0,,0.000010,0.000017,
8,546,43,LCM_EXCEEDS_L,3,2,1,40,0,0,0,0,,0.000014,0.000021,
8,510,71,LCM_EXCEEDS_L,3,2,1,90,0,0,0,0,,0.000013,0.000020,
8,462,27,LCM_EXCEEDS_L,2,1,1,63,0,0,0,0,,0.000011,0.000017,
8,390,39,LCM_EXCEEDS_L,2,1,1,40,0,0,0,0,,0.000009,0.000016,
8,330,23,LCM_EXCEEDS_L,3,1,1,63,0,0,0,0,,0.000007,0.000015,
8,210,15,LCM_EXCEEDS_L,2,1,1,63,0,0,0,0,,0.000008,0.000015,
8,4199,224,CHECKED_NO_HIT,3,1,1,12,0,2,2,0,,0.000012,0.000023,
8,2717,176,CHECKED_NO_HIT,3,1,1,6,0,5,5,0,,0.000008,0.000025,
8,3553,208,GATE_Y1_NOT_SMOOTH,19,17,0,0,0,0,0,0,,0.000046,0.000050,
8,2431,112,GATE_Y1_NOT_SMOOTH,12,10,0,0,0,0,0,0,,0.000048,0.000052,
8,2261,200,CHECKED_NO_HIT,3,2,1,6,0,5,5,0,,0.000012,0.000029,
8,1615,196,GATE_Y1_NOT_SMOOTH,7,5,0,0,0,0,0,0,,0.000022,0.000025,
8,1729,168,GATE_Y1_NOT_SMOOTH,14,13,0,0,0,0,0,0,,0.000051,0.000054,
8,1547,104,CHECKED_NO_HIT,3,1,1,30,0,1,1,0,,0.000007,0.000019,
8,1463,152,LCM_EXCEEDS_L,3,1,1,42,0,0,0,0,,0.000009,0.000016,
8,1235,164,CHECKED_NO_HIT,3,1,1,30,0,1,1,0,,0.000007,0.000018,
8,1309,88,GATE_Y1_NOT_SMOOTH,15,14,0,0,0,0,0,0,,0.000048,0.000051,
8,1105,100,GATE_Y1_NOT_SMOOTH,10,8,0,0,0,0,0,0,,0.000020,0.000023,
8,1045,148,LCM_EXCEEDS_L,6,5,1,56,0,0,0,0,,0.000017,0.000024,
8,969,194,GATE_Y1_NOT_SMOOTH,8,6,0,0,0,0,0,0,,0.000026,0.000030,
8,1001,56,GATE_Y1_NOT_SMOOTH,7,5,0,0,0,0,0,0,,0.000033,0.000035,
8,741,162,GATE_Y1_NOT_SMOOTH,7,6,0,0,0,0,0,0,,0.000021,0.000025,
8,715,52,GATE_Y1_NOT_SMOOTH,5,4,0,0,0,0,0,0,,0.000019,0.000023,
8,665,140,LCM_EXCEEDS_L,5,3,1,70,0,0,0,0,,0.000021,0.000027,
8,627,146,CHECKED_NO_HIT,3,2,1,12,0,2,2,0,,0.000006,0.000019,
8,646,193,CHECKED_NO_HIT,3,2,1,6,0,5,5,0,,0.000013,0.000031,
8,595,76,GATE_Y1_NOT_SMOOTH,5,3,0,0,0,0,0,0,,0.000019,0.000023,
8,561,82,GATE_Y1_NOT_SMOOTH,6,5,0,0,0,0,0,0,,0.000028,0.000031,
8,494,161,GATE_Y1_NOT_SMOOTH,5,4,0,0,0,0,0,0,,0.000023,0.000025,
8,455,44,LCM_EXCEEDS_L,2,1,1,40,0,0,0,0,,0.000006,0.000013,
8,663,98,LCM_EXCEEDS_L,3,1,1,45,0,0,0,0,,0.000044,0.000065,
8,935,84,CHECKED_NO_HIT,4,2,1,18,0,1,1,0,,0.000070,0.000111,
8,442,97,CHECKED_NO_HIT,3,2,1,6,0,5,5,0,,0.000006,0.000023,
8,429,50,GATE_Y1_NOT_SMOOTH,7,5,0,0,0,0,0,0,,0.000022,0.000026,
8,418,145,GATE_Y1_NOT_SMOOTH,5,4,0,0,0,0,0,0,,0.000013,0.000017,
8,399,138,LCM_EXCEEDS_L,2,1,1,60,0,0,0,0,,0.000007,0.000014,
8,385,28,GATE_Y1_NOT_SMOOTH,5,4,0,0,0,0,0,0,,0.000025,0.000029,
8,357,74,LCM_EXCEEDS_L,4,3,1,70,0,0,0,0,,0.000015,0.000021,
8,286,49,GATE_Y1_NOT_SMOOTH,6,5,0,0,0,0,0,0,,0.000018,0.000021,
8,285,134,CHECKED_NO_HIT,4,3,1,4,0,7,7,0,,0.000015,0.000037,
8,273,42,LCM_EXCEEDS_L,3,2,1,72,0,0,0,0,,0.000015,0.000023,
8,266,137,LCM_EXCEEDS_L,3,2,1,63,0,0,0,0,,0.000010,0.000018,
8,255,70,LCM_EXCEEDS_L,2,1,1,70,0,0,0,0,,0.000006,0.000016,
8,374,81,GATE_Y1_NOT_SMOOTH,4,3,0,0,0,0,0,0,,0.000056,0.000069,
8,231,26,CHECKED_NO_HIT,2,1,1,6,0,5,5,0,,0.000007,0.000025,
8,238,73,CHECKED_NO_HIT,5,3,1,30,0,1,1,0,,0.000020,0.000035,
8,195,38,LCM_EXCEEDS_L,2,1,1,36,0,0,0,0,,0.000007,0.000013,
8,182,41,CHECKED_NO_HIT,2,1,1,18,0,1,1,0,,0.000006,0.000019,
8,190,133,GATE_Y1_NOT_SMOOTH,5,4,0,0,0,0,0,0,,0.000028,0.000032,
8,170,69,CHECKED_NO_HIT,3,2,1,30,0,1,1,0,,0.000008,0.000023,
8,165,22,CHECKED_NO_HIT,4,2,1,30,0,1,1,0,,0.000015,0.000028,
8,154,25,LCM_EXCEEDS_L,5,4,1,40,0,0,0,0,,0.000018,0.000025,
8,130,37,LCM_EXCEEDS_L,4,3,1,45,0,0,0,0,,0.000014,0.000021,
8,114,131,LCM_EXCEEDS_L,4,2,1,90,0,0,0,0,,0.000012,0.000022,
8,110,21,LCM_EXCEEDS_L,2,1,1,40,0,0,0,0,,0.000007,0.000014,
8,105,14,LCM_EXCEEDS_L,2,1,1,90,0,0,0,0,,0.000007,0.000013,
8,102,67,LCM_EXCEEDS_L,3,2,1,63,0,0,0,0,,0.000007,0.000013,
8,78,35,LCM_EXCEEDS_L,2,1,1,90,0,0,0,0,,0.000009,0.000019,
8,66,19,LCM_EXCEEDS_L,2,1,1,36,0,0,0,0,,0.000008,0.000014,
8,70,13,LCM_EXCEEDS_L,3,2,1,40,0,0,0,0,,0.000012,0.000020,
8,42,11,LCM_EXCEEDS_L,2,1,1,72,0,0,0,0,,0.000008,0.000015,
8,323,192,LCM_EXCEEDS_L,2,1,1,35,0,0,0,0,,0.000007,0.000013,
8,247,160,GATE_Y1_NOT_SMOOTH,5,4,0,0,0,0,0,0,,0.000020,0.000023,
8,30,7,LCM_EXCEEDS_L,2,1,1,72,0,0,0,0,,0.000026,0.000036,
8,221,96,CHECKED_NO_HIT,4,3,1,10,0,3,3,0,,0.000014,0.000031,
8,209,144,GATE_Y1_NOT_SMOOTH,5,4,0,0,0,0,0,0,,0.000019,0.000024,
8,187,80,GATE_Y1_NOT_SMOOTH,4,3,0,0,0,0,0,0,,0.000013,0.000017,
8,143,48,LCM_EXCEEDS_L,2,1,1,45,0,0,0,0,,0.000007,0.000014,
8,119,72,LCM_EXCEEDS_L,3,2,1,63,0,0,0,0,,0.000011,0.000018,
8,133,136,GATE_Y1_NOT_SMOOTH,7,6,0,0,0,0,0,0,,0.000028,0.000030,
8,95,132,CHECKED_NO_HIT,2,1,1,18,0,1,1,0,,0.000010,0.000022,
8,85,68,GATE_Y1_NOT_SMOOTH,6,5,0,0,0,0,0,0,,0.000016,0.000021,
8,91,40,LCM_EXCEEDS_L,4,3,1,90,0,0,0,0,,0.000018,0.000026,
8,77,24,CHECKED_NO_HIT,3,2,1,24,0,1,1,0,,0.000012,0.000026,
8,65,36,LCM_EXCEEDS_L,3,2,1,90,0,0,0,0,,0.000006,0.000014,
8,57,130,LCM_EXCEEDS_L,3,2,1,63,0,0,0,0,,0.000012,0.000019,
8,55,20,LCM_EXCEEDS_L,2,2,1,72,0,0,0,0,,0.000010,0.000017,
8,51,66,CHECKED_NO_HIT,2,1,1,30,0,1,1,0,,0.000007,0.000019,
8,39,34,CHECKED_NO_HIT,2,1,1,18,0,1,1,0,,0.000008,0.000021,
8,38,129,LCM_EXCEEDS_L,2,1,1,60,0,0,0,0,,0.000008,0.000016,
8,35,12,LCM_EXCEEDS_L,1,1,1,72,0,0,0,0,,0.000007,0.000014,
8,34,65,LCM_EXCEEDS_L,2,1,1,70,0,0,0,0,,0.000011,0.000018,
8,33,18,LCM_EXCEEDS_L,2,1,1,40,0,0,0,0,,0.000010,0.000017,
8,26,33,LCM_EXCEEDS_L,2,2,1,90,0,0,0,0,,0.000007,0.000014,
8,22,17,LCM_EXCEEDS_L,3,2,1,45,0,0,0,0,,0.000012,0.000020,
8,15,6,LCM_EXCEEDS_L,1,1,1,40,0,0,0,0,,0.000007,0.000013,
8,21,10,LCM_EXCEEDS_L,2,2,1,40,0,0,0,0,,0.000014,0.000021,
8,14,9,LCM_EXCEEDS_L,2,1,1,90,0,0,0,0,,0.000011,0.000019,
8,10,5,LCM_EXCEEDS_L,2,1,1,36,0,0,0,0,,0.000007,0.000015,
8,17,64,LCM_EXCEEDS_L,2,1,1,36,0,0,0,0,,0.000008,0.000015,
8,19,128,CHECKED_NO_HIT,3,2,1,12,0,2,2,0,,0.000014,0.000027,
8,5,4,LCM_EXCEEDS_L,1,1,1,105,0,0,0,0,,0.000008,0.000014,
8,6,3,LCM_EXCEEDS_L,1,1,1,63,0,0,0,0,,0.000047,0.000077,
8,13,32,CHECKED_NO_HIT,3,3,1,20,0,1,1,0,,0.000050,0.000082,
8,11,16,LCM_EXCEEDS_L,2,1,1,63,0,0,0,0,,0.000007,0.000174,
8,7,8,LCM_EXCEEDS_L,1,1,1,63,0,0,0,0,,0.000184,0.000192,
8,3,2,LCM_EXCEEDS_L,1,1,1,45,0,0,0,0,,0.000009,0.000016,
8,2,1,LCM_EXCEEDS_L,1,1,1,140,0,0,0,0,,0.000007,0.000014,
